model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date
  Lenovo Legion 5 15IAH7 82RC005PIV ,Lenovo,גיימינג,ללא,"2.35 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,165 Hz,ללא,כולל,לא כולל,לא כולל,5762,7240,6501.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165580,2022
  Lenovo Yoga Slim 7 Pro14ACH5OD 82NK0032IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,4.6Ghz,5900HS,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,90 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,4490,5998,5244.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146601,2022
  Lenovo ThinkBook 14 G4 IAP 21DH006WIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4279,4727,4503.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164179,2022
  Lenovo Legion 5 Pro 16IAH7H 82RF007JIV ,Lenovo,גיימינג,ללא,"2.49 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,8999,11498,10248.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1159267,2022
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GNIV ,Lenovo,גיימינג,ללא,"2.31 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,5549,5905,5727.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169788,2022
  Lenovo ThinkPad X1 Nano Gen 2 21E80020IV ,Lenovo,לא רלוונטי,Windows 11 Pro,"0.96 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR5,512 GB,SSD,לא כולל,13 אינטש,2160x1350,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,8753,9979,9366.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163703,2022
  Lenovo Legion 5 15IAH7 82RC0055IV ,Lenovo,גיימינג,ללא,"2.35 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,165 Hz,ללא,כולל,לא כולל,לא כולל,4800,6592,5696.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165577,2022
  Lenovo Legion 5 15IAH7 82RC0053IV ,Lenovo,גיימינג,Windows 11 Home,"2.35 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,165 Hz,ללא,כולל,לא כולל,לא כולל,5204,7072,6138.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165578,2022
  Lenovo ThinkPad X1 Carbon Gen 10 21CB006WIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.12 ק""ג",16 GB,4.4Ghz,1240P,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,7457,7990,7723.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167803,2022
  Lenovo IdeaPad Flex 5 14IAU7 82R7009EIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,2870,3665,3267.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164215,2022
  Lenovo ThinkPad L14 Gen 3 21C1002LIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,5273,5830,5551.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1161897,2022
  Lenovo Yoga 7 16IAH7 82UF004HIV ,Lenovo,לא רלוונטי,Windows 11 Home,"2.16 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,6313,7890,7101.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167500,2022
  Lenovo ThinkPad X13 Gen 3 21BN003LIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.29 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR5,256 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,5620,6189,5904.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166987,2022
  Lenovo IdeaPad 1 15IJL7 82LX0021IV ,Lenovo,לא רלוונטי,ללא,"1.45 ק""ג",8 GB,1.1Ghz,N6000,דור 6,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1327,1599,1463.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1153367,2022
  Lenovo ThinkPad T14 Gen 3 21AH00EYIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.32 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,לא זמין,LCD,60 Hz,ללא,כולל,מצלמת IR,לא כולל,7052,7709,7380.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1162867,2022
  Lenovo IdeaPad 3 17IAU7 82RL004HIV ,Lenovo,לא רלוונטי,ללא,"2.04 ק""ג",8 GB,4.4Ghz,8505,דור 8,DDR4,256 GB,SSD,לא כולל,17.3 אינטש,1600x900,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,1569,1833,1701.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1177632,2022
  Lenovo IdeaPad Yoga 9 14IAP7 82LU0023IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,3840x2400,OLED,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,6474,7000,6737.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146707,2022
  Lenovo IdeaPad 3 15IAU7 82RK00D3IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.63 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2527,3240,2883.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171598,2022
  Lenovo ThinkPad P14s Gen 3 21AK0009IV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.24 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,6818,7190,7004.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167128,2022
  Lenovo ThinkPad P16s Gen 1 21BT000GIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.67 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,7088,8168,7628.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163913,2022
  Lenovo IdeaPad 3 15ITL6 82H800CTIV ,Lenovo,לא רלוונטי,ללא,"1.65 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1370,1760,1565.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1110147,2021
  Lenovo Yoga 6 13ABR8 83B2003YIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",16 GB,2Ghz,7530U,דור 4,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,4219,4620,4419.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1189537,מ 2023
  Lenovo ThinkBook 14s Yoga G2 IAP 21DM001GIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.5 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4348,5020,4684.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170953,2022
  Lenovo Legion 5 Pro 16IAH7H 82RF007JIV ,Lenovo,גיימינג,ללא,"2.49 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,8999,11498,10248.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1159267,2022
  Lenovo Yoga Slim 6 14IRP8 82WV0040IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.32 ק""ג",16 GB,3.4Ghz,1340P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,2240x1400,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,4689,5199,4944.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1189249,מ 2023
  Lenovo IdeaPad 1 15IGL7 82V7007PIV ,Lenovo,לא רלוונטי,ללא,"1.54 ק""ג",8 GB,1.1Ghz,N5030,דור 5,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1289,1437,1363.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1184620,מ 2023
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GKIV ,Lenovo,גיימינג,ללא,"2.31 ק""ג",16 GB,4.7Ghz,12700H,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא זמין,לא כולל,5299,5940,5619.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1183093,מ 2023
  Lenovo Yoga 9 14IRP8 83B1003FIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,5Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,3840x2400,OLED,60 Hz,כולל,כולל,מצלמת IR,לא כולל,8457,8999,8728.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1182810,מ 2023
  Lenovo IdeaPad 1 15IGL7 82V7007KIV ,Lenovo,לא רלוונטי,ללא,"1.54 ק""ג",8 GB,1.1Ghz,N4120,דור 4,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1087,1280,1183.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185899,מ 2023
  Lenovo Yoga 7 16IAH7 82UF004JIV ,Lenovo,לא רלוונטי,Windows 11 Home,"2.16 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,6313,6839,6576.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168732,2022
  Lenovo Yoga 9 14IRP8 83B10035IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,90 Hz,כולל,כולל,מצלמת IR,לא כולל,7314,8509,7911.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185832,מ 2023
  Lenovo IdeaPad Flex 5 14IAU7 82R7009NIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3327,4140,3733.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164216,2022
  Lenovo IdeaPad 3 15ITL6 82H8039AIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.65 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2975,3129,3052.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185688,מ 2023
  Lenovo IdeaPad 3 15IAU7 82RK00D7IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.63 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2877,3425,3151.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1174233,2022
  Lenovo IdeaPad Gaming 3 16IAH7 82SA006UIV ,Lenovo,גיימינג,Windows 11 Home,"2.6 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,165 Hz,ללא,כולל,לא כולל,לא כולל,5714,7490,6602.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168677,2022
  Lenovo IdeaPad Flex 5 14IRU8 82Y0003XIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3529,3834,3681.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194048,מ 2023
  Lenovo IdeaPad 3 15ITL6 82H802EVIV ,Lenovo,לא רלוונטי,ללא,"1.65 ק""ג",16 GB,2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2432,2807,2619.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146705,2022
  Lenovo ThinkPad X13 Yoga Gen 3 21AW0043IV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.19 ק""ג",16 GB,4.4Ghz,1245U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,6660,7474,7067.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169779,2022
  Lenovo IdeaPad Flex 5 14IRU8 82Y0004FIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,OLED,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4847,5265,5056.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194054,מ 2023
  Lenovo IdeaPad Flex 5 16IAU7 82R8005WIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"2.1 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4439,5190,4814.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163482,2022
  Lenovo IdeaPad Flex 5 14IRU8 82Y0003YIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3688,4018,3853.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194037,מ 2023
  Lenovo ThinkPad X1 Nano Gen 2 21E80025IV ,Lenovo,לא רלוונטי,Windows 11 Pro,"0.96 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR5,512 GB,SSD,לא כולל,13 אינטש,2160x1350,IPS,60 Hz,ללא,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,8631,9679,9155.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164187,2022
  Lenovo IdeaPad Gaming 3 15IAH7 82S900FLIV ,Lenovo,גיימינג,Windows 11 Home,"2.31 ק""ג",16 GB,3.3Ghz,12450H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4497,4769,4633.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1172114,2022
  Lenovo Legion 5 15IAH7 82RC004VIV ,Lenovo,גיימינג,Windows 11 Home,"2.35 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,כולל,לא כולל,לא כולל,4970,5723,5346.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168637,2022
  Lenovo Legion 5 Pro 16ARH7H 82RG00AVIV ,Lenovo,גיימינג,Windows 11 Home,"2.49 ק""ג",16 GB,4.7Ghz,6800H,דור 5,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6287,8390,7338.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165593,2022
  Lenovo IdeaPad Flex 5 16IAU7 82R8005JIV ,Lenovo,לא רלוונטי,Windows 11 Home,"2.1 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3152,3423,3287.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165584,2022
  Lenovo ThinkPad X13 Gen 3 21BN003WIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.29 ק""ג",16 GB,4.4Ghz,1240P,דור 12,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,6079,6490,6284.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166363,2022
  Lenovo IdeaPad Gaming 3 15IAH7 82S90137IV ,Lenovo,גיימינג,ללא,"2.31 ק""ג",16 GB,3.5Ghz,12650H,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4489,4634,4561.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1191791,מ 2023
  Lenovo IdeaPad Flex 5 14IRU8 82Y0003TIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3135,3423,3279.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194024,מ 2023
  Lenovo ThinkPad L14 Gen 3 21C1003CIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,4539,4990,4764.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1162343,2022
  Lenovo ThinkPad L13 Yoga Gen 3 21B5001SIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.32 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,5078,5466,5272.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169056,2022
  Lenovo Legion 5 Pro 16IAH7H 82RF0080IV ,Lenovo,גיימינג,ללא,"2.49 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,9597,10504,10050.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170513,2022
  Lenovo Legion 5 15IAH7 82RC0050IV ,Lenovo,גיימינג,Windows 11 Home,"2.35 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,כולל,לא כולל,לא כולל,5143,5896,5519.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167498,2022
  Lenovo Yoga Slim 7 Carbon 13IAP7 82U9006NIV ,Lenovo,לא רלוונטי,Windows 11 Home,"0.98 ק""ג",16 GB,4.4Ghz,1240P,דור 12,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,2560x1600,IPS,90 Hz,כולל,1 מגה פיקסל,מצלמת IR,לא כולל,4947,6290,5618.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170744,2022
  Lenovo Legion 5 Pro 16IAH7 82RF0079IV ,Lenovo,גיימינג,ללא,"2.49 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6589,7697,7143.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1159712,2022
